harga,lokasi,luas_bangunan,luas_tanah,sertifikat,furnish,kamar_tidur,kamar_mandi,listrik
450000,Balikpapan Selatan,90,72,SHM,Semi-furnished,2,1,1300
425000,Balikpapan Selatan,90,72,SHM,Unfurnished,2,1,1300
5650000,Balikpapan Utara,191,220,SHM,Unfurnished,3,4,3500
2200000,Balikpapan Utara,200,126,SHM,Unfurnished,4,3,2200
470000,Balikpapan Timur,42,91,HGB,Unfurnished,2,2,1300
2400000,Balikpapan Selatan,108,241,SHM,Unfurnished,3,3,5500
530000,Balikpapan Utara,90,100,SHM,Unfurnished,2,2,1300
4500000,Balikpapan Selatan,255,206,SHM,Unfurnished,5,4,2200
500000,Balikpapan Selatan,40,100,SHM,Unfurnished,2,1,900
2600000,Balikpapan Baru,298,200,SHM,Unfurnished,5,4,5500
1500000,Balikpapan Baru,93,120,SHM,Unfurnished,3,1,5500
520000,Balikpapan Selatan,144,72,SHM,Unfurnished,3,1,1300
983000,Balikpapan Selatan,70,75,HGB,Furnished,3,2,2200
2200000,Balikpapan Selatan,100,152,SHM,Furnished,3,2,3500
2950000,Balikpapan Selatan,300,244,HGB,Unfurnished,4,4,5500
925000,Balikpapan Utara,72,80,SHM,Unfurnished,3,2,2200
700000,Balikpapan Selatan,41,61,SHM,Unfurnished,2,2,1300
900000,Balikpapan Selatan,72,72,SHM,Unfurnished,3,2,1300
2300000,Balikpapan Baru,215,243,SHM,Unfurnished,5,4,4400
950000,Balikpapan Utara,90,174,HGB,Unfurnished,3,2,1300
7000000,Balikpapan Kota,270,320,SHM,Unfurnished,3,1,2200
2500000,Balikpapan Tengah,150,250,SHM,Unfurnished,2,2,2200
726000,Balikpapan Utara,90,157,SHM,Unfurnished,2,2,4400
2600000,Balikpapan Utara,250,250,SHM,Unfurnished,4,2,2200
2600000,Balikpapan Baru,100,400,SHM,Unfurnished,4,2,2200
2500000,Balikpapan Selatan,200,135,SHM,Unfurnished,4,3,3500
7500000,Balikpapan Baru,900,575,SHM,Unfurnished,6,4,13300
800000,Balikpapan Selatan,240,240,SHM,Unfurnished,2,1,2200
730000,Balikpapan Selatan,56,84,SHM,Unfurnished,3,2,2200
6000000,Balikpapan Selatan,700,700,SHM,Unfurnished,9,4,4400
850000,Balikpapan Utara,45,96,SHM,Unfurnished,2,1,1300
450000,Balikpapan Utara,48,108,SHM,Unfurnished,2,1,2200
1000000,Balikpapan Utara,150,180,SHM,Unfurnished,3,1,1300
700000,Balikpapan Selatan,60,72,SHM,Unfurnished,2,1,1300
1700000,Balikpapan Baru,150,200,SHM,Unfurnished,3,2,2200
395000,Balikpapan Utara,55,60,SHM,Furnished,2,1,1300
1500000,Balikpapan Utara,240,200,SHM,Unfurnished,6,4,2200
1900000,Balikpapan Tengah,263,283,SHM,Unfurnished,4,4,1300
1800000,Balikpapan Utara,160,186,SHM,Unfurnished,4,4,2200
1700000,Balikpapan Selatan,100,180,SHM,Unfurnished,4,3,2200
9500000,Balikpapan Baru,289,396,SHM,Unfurnished,4,4,5500
1000000,Balikpapan Utara,135,135,SHM,Unfurnished,2,2,3500
2500000,Balikpapan Kota,120,128,SHM,Unfurnished,6,2,2200
4000000,Balikpapan Baru,245,296,SHM,Unfurnished,4,4,5500
2200000,Balikpapan Selatan,160,220,SHM,Unfurnished,3,3,5500
600000,Balikpapan Selatan,72,144,SHM,Unfurnished,2,1,1300
1800000,Balikpapan Selatan,70,140,SHM,Unfurnished,3,2,2200
850000,Balikpapan Selatan,110,120,SHM,Unfurnished,3,2,1300
400000,Balikpapan Utara,39,96,HGB,Unfurnished,2,1,1300
231000,Balikpapan Utara,36,90,HGB,Unfurnished,2,1,1300
1400000,Balikpapan Baru,80,270,SHM,Unfurnished,2,2,3300
740000,Balikpapan Utara,100,120,SHM,Unfurnished,3,1,1300
550000,Balikpapan Tengah,40,78,SHM,Unfurnished,2,1,1300
500000,Balikpapan Selatan,96,96,SHM,Unfurnished,2,1,1300
650000,Balikpapan Utara,120,120,SHM,Unfurnished,2,2,1300
3500000,Balikpapan Utara,201,401,SHM,Unfurnished,5,4,2200
3000000,Balikpapan Barat,550,600,SHM,Unfurnished,7,7,1300
2500000,Balikpapan Selatan,80,176,SHM,Unfurnished,3,2,2200
1500000,Balikpapan Utara,200,200,SHM,Furnished,4,2,3500
995000,Balikpapan Selatan,60,180,SHM,Unfurnished,3,1,1300
1500000,Balikpapan Selatan,200,157,SHM,Unfurnished,4,3,2200
1300000,Balikpapan Utara,110,144,SHM,Unfurnished,3,1,1300
4700000,Balikpapan Utara,250,538,SHM,Unfurnished,5,4,3500
2500000,Balikpapan Selatan,80,178,SHM,Unfurnished,3,2,2200
1000000,Balikpapan Selatan,108,180,SHM,Unfurnished,3,2,900
2700000,Balikpapan Kota,120,200,HGB,Unfurnished,3,2,3500
400000,Balikpapan Selatan,30,60,SHM,Unfurnished,2,1,1300
950000,Balikpapan Selatan,75,128,SHM,Unfurnished,3,2,2200
1700000,Balikpapan Selatan,135,150,SHM,Unfurnished,3,2,3500
1300000,Balikpapan Utara,90,150,SHM,Unfurnished,3,2,2200
4200000,Balikpapan Utara,350,770,SHM,Unfurnished,5,6,3500
5500000,Balikpapan Selatan,250,500,SHM,Unfurnished,4,3,5500
3900000,Balikpapan Selatan,330,300,SHM,Unfurnished,4,4,13200
700000,Balikpapan Barat,70,208,SHM,Unfurnished,3,1,1300
3100000,Balikpapan Selatan,350,600,SHM,Unfurnished,5,1,2200
3800000,Balikpapan Selatan,230,322,SHM,Unfurnished,4,3,3500
1330000,Balikpapan Selatan,120,120,SHM,Unfurnished,3,2,3500
7750000,Balikpapan Selatan,500,380,SHM,Unfurnished,6,5,3500
4500000,Balikpapan Utara,550,550,SHM,Unfurnished,7,4,3500
4600000,Balikpapan Selatan,300,425,SHM,Unfurnished,5,4,3500
4500000,Balikpapan Selatan,300,250,SHM,Unfurnished,5,5,2200
12000000,Balikpapan Selatan,550,700,SHM,Unfurnished,5,4,5500
4200000,Balikpapan Utara,300,540,SHM,Unfurnished,5,4,3500
2200000,Balikpapan Selatan,200,403,SHM,Unfurnished,5,2,2200
1060000,Balikpapan Selatan,90,168,HGB,Unfurnished,3,2,1300
2640000,Balikpapan Selatan,200,130,SHM,Unfurnished,4,4,2200
3500000,Balikpapan Utara,490,319,SHM,Unfurnished,4,5,2200
700000,Balikpapan Tengah,120,144,SHM,Unfurnished,3,2,1300
1500000,Balikpapan Selatan,150,180,SHM,Unfurnished,3,2,1300
1010000,Balikpapan Utara,72,120,HGB,Unfurnished,4,2,2200
1850000,Balikpapan Tengah,260,135,SHM,Unfurnished,4,2,2200
2000000,Balikpapan Tengah,124,151,SHM,Unfurnished,3,3,2200
900000,Balikpapan Selatan,100,104,HGB,Unfurnished,4,2,1300
7500000,Balikpapan Selatan,800,450,SHM,Unfurnished,5,3,5500
3550000,Balikpapan Selatan,290,300,SHM,Unfurnished,6,4,2200
1750000,Balikpapan Utara,84,144,SHM,Unfurnished,3,1,1300
920000,Balikpapan Utara,60,150,SHM,Unfurnished,2,1,1300
4000000,Balikpapan Utara,287,319,SHM,Unfurnished,5,5,2200
1000000,Balikpapan Tengah,150,424,SHM,Unfurnished,4,3,2200
1700000,Balikpapan Utara,200,285,SHM,Unfurnished,3,2,2200
750000,Balikpapan Utara,90,90,SHM,Unfurnished,2,2,2200
950000,Balikpapan Utara,180,201,SHM,Unfurnished,4,2,2200
1700000,Balikpapan Selatan,100,105,SHM,Unfurnished,3,2,3500
2700000,Balikpapan Selatan,224,500,HGB,Unfurnished,2,1,1300
2950000,Balikpapan Baru,289,300,SHM,Unfurnished,4,4,10600
1890000,Balikpapan Selatan,200,240,SHM,Unfurnished,5,3,22000
2800000,Balikpapan Selatan,226,280,SHM,Unfurnished,5,5,4400
4500000,Balikpapan Baru,300,330,SHM,Unfurnished,3,2,10000
1850000,Balikpapan Selatan,120,180,SHM,Unfurnished,3,2,2200
2100000,Balikpapan Utara,70,140,SHM,Unfurnished,3,3,2200
4500000,Balikpapan Baru,250,400,SHM,Unfurnished,4,3,3500
5500000,Balikpapan Baru,400,396,SHM,Unfurnished,5,4,5500
750000,Balikpapan Utara,200,144,SHM,Unfurnished,3,3,3500
850000,Balikpapan Selatan,88,88,SHM,Unfurnished,2,1,2200
1350000,Balikpapan Selatan,146,400,SHM,Unfurnished,4,3,2200
800000,Balikpapan Tengah,8,120,SHM,Unfurnished,4,2,1300
900000,Balikpapan Utara,98,250,HGB,Unfurnished,3,2,2200
800000,Balikpapan Selatan,77,200,SHM,Unfurnished,2,2,1300
2100000,Balikpapan Tengah,429,429,SHM,Furnished,8,6,5500
850000,Balikpapan Utara,64,184,SHM,Unfurnished,2,2,1300
850000,Balikpapan Selatan,54,90,SHM,Unfurnished,2,2,1300
875000,Balikpapan Selatan,120,180,SHM,Unfurnished,4,2,2200
1900000,Balikpapan Tengah,200,217,SHM,Unfurnished,6,4,2200
2000000,Balikpapan Selatan,150,200,SHM,Unfurnished,4,3,2200
2600000,Balikpapan Utara,150,528,SHM,Unfurnished,3,2,1300
1000000,Balikpapan Utara,86,208,SHM,Unfurnished,2,1,2200
800000,Balikpapan Tengah,122,142,SHM,Unfurnished,3,2,1300
560000,Balikpapan Utara,130,234,SHM,Unfurnished,3,2,900
750000,Balikpapan Selatan,120,120,SHM,Unfurnished,4,3,2200
975000,Balikpapan Utara,160,396,SHM,Unfurnished,4,2,900
700000,Balikpapan Selatan,72,90,SHM,Unfurnished,3,1,1300
510000,Balikpapan Selatan,100,120,SHM,Unfurnished,3,2,2200
2650000,Balikpapan Selatan,250,600,SHM,Unfurnished,3,3,5500
2800000,Balikpapan Utara,201,401,SHM,Unfurnished,5,4,2200
2700000,Balikpapan Utara,200,144,SHM,Unfurnished,2,2,2200
1100000,Balikpapan Selatan,200,134,SHM,Unfurnished,3,2,3500
2500000,Balikpapan Selatan,80,176,SHM,Unfurnished,3,2,2200
9000000,Balikpapan Selatan,400,780,SHM,Semi-furnished,3,3,16500
1500000,Balikpapan Timur,140,98,SHM,Semi-furnished,3,3,2200
695000,Balikpapan Utara,105,115,SHM,Unfurnished,2,1,2200
1800000,Balikpapan Utara,243,268,SHM,Unfurnished,6,3,2200
700000,Balikpapan Selatan,72,90,SHM,Furnished,3,1,1300
5500000,Balikpapan Timur,347,234,SHM,Furnished,4,3,5500
1200000,Balikpapan Utara,47,60,SHM,Unfurnished,2,2,1300
1250000,Balikpapan Utara,47,60,SHM,Unfurnished,2,2,1300
800000,Balikpapan Utara,108,450,SHM,Furnished,3,3,1300
2000000,Balikpapan Tengah,400,300,SHM,Unfurnished,5,3,3500
1250000,Balikpapan Selatan,130,150,SHM,Unfurnished,3,2,2200
1250000,Balikpapan Selatan,130,150,SHM,Unfurnished,3,2,2200
700000,Balikpapan Barat,60,150,SHM,Unfurnished,2,1,900
2500000,Balikpapan Selatan,130,152,SHM,Unfurnished,5,4,2200
4500000,Balikpapan Barat,444,480,SHM,Unfurnished,6,5,5500
1500000,Balikpapan Selatan,230,120,SHM,Unfurnished,5,2,2200
4500000,Balikpapan Utara,190,220,SHM,Unfurnished,4,3,2200
2300000,Balikpapan Selatan,200,335,SHM,Unfurnished,3,2,2200
1350000,Balikpapan Utara,72,72,SHM,Unfurnished,3,2,1300
2100000,Balikpapan Tengah,429,429,SHM,Unfurnished,8,6,5500
1800000,Balikpapan Kota,130,195,SHM,Unfurnished,3,1,2200
2500000,Balikpapan Utara,250,307,SHM,Unfurnished,4,2,2200
400000,Balikpapan Timur,144,72,SHM,Unfurnished,2,1,900
700000,Balikpapan Selatan,130,100,SHM,Unfurnished,2,2,1300
600000,Balikpapan Selatan,130,150,SHM,Unfurnished,3,2,1300
950000,Balikpapan Selatan,200,180,SHM,Unfurnished,4,3,2200
4500000,Balikpapan Selatan,210,400,SHM,Unfurnished,4,3,5500
3200000,Balikpapan Kota,226,280,SHM,Unfurnished,5,5,4400
600000,Balikpapan Selatan,50,118,SHM,Unfurnished,2,1,1300
675000,Balikpapan Selatan,120,72,HGB,Unfurnished,3,2,1300
400000,Balikpapan Selatan,72,72,SHM,Unfurnished,2,1,1300
2000000,Balikpapan Tengah,300,288,SHM,Unfurnished,4,3,2200
750000,Balikpapan Utara,80,150,SHM,Unfurnished,3,1,900
7500000,Balikpapan Tengah,120,545,SHM,Semi-furnished,2,1,1300
700000,Balikpapan Kota,152,76,SHM,Unfurnished,3,2,1300
1700000,Balikpapan Baru,200,156,SHM,Unfurnished,3,2,2200
1300000,Balikpapan Selatan,200,192,SHM,Unfurnished,5,4,1300
1100000,Balikpapan Selatan,100,102,SHM,Unfurnished,2,1,5500
1650000,Balikpapan Baru,100,200,SHM,Unfurnished,3,1,2200
1200000,Balikpapan Selatan,200,100,SHM,Unfurnished,3,2,1300
2200000,Balikpapan Tengah,240,176,SHM,Unfurnished,7,7,2200
850000,Balikpapan Utara,90,120,SHM,Unfurnished,3,2,2200
1900000,Balikpapan Selatan,120,214,SHM,Unfurnished,4,3,3500
925000,Balikpapan Selatan,60,92,SHM,Unfurnished,2,1,1300
1970000,Balikpapan Baru,110,162,SHM,Unfurnished,3,2,5500
1200000,Balikpapan Baru,90,140,SHM,Unfurnished,2,2,2200
405000,Balikpapan Utara,45,96,SHM,Unfurnished,2,1,1300
4250000,Balikpapan Utara,350,770,SHM,Unfurnished,5,6,4400
1000000,Balikpapan Timur,120,135,SHM,Unfurnished,8,4,900
3100000,Balikpapan Utara,200,922,SHM,Unfurnished,5,4,2200
650000,Balikpapan Selatan,36,60,HGB,Unfurnished,2,1,1300
2300000,Balikpapan Timur,200,405,SHM,Unfurnished,4,2,2200
950000,Balikpapan Utara,90,174,SHM,Unfurnished,3,2,1300
3800000,Balikpapan Baru,300,200,SHM,Unfurnished,4,3,5500
620000,Balikpapan Selatan,78,96,SHM,Unfurnished,3,1,1300
4600000,Balikpapan Baru,575,400,SHM,Unfurnished,3,2,16500
700000,Balikpapan Selatan,60,120,SHM,Unfurnished,2,2,1300
1300000,Balikpapan Baru,81,130,SHM,Unfurnished,2,1,1300
1500000,Balikpapan Utara,240,200,SHM,Unfurnished,6,4,2200
1500000,Balikpapan Selatan,280,287,SHM,Unfurnished,3,3,2200
6000000,Balikpapan Selatan,410,238,SHM,Unfurnished,8,7,6600
900000,Balikpapan Selatan,40,70,SHM,Unfurnished,2,1,9500
900000,Balikpapan Selatan,45,127,SHM,Unfurnished,2,1,1300
1200000,Balikpapan Tengah,206,171,SHM,Unfurnished,7,2,1300
1650000,Balikpapan Utara,100,260,SHM,Unfurnished,3,1,2200
550000,Balikpapan Kota,40,40,SHM,Unfurnished,5,3,1300
1500000,Balikpapan Timur,100,130,SHM,Unfurnished,3,2,2200
825000,Balikpapan Utara,80,113,SHM,Unfurnished,2,1,2200
400000,Balikpapan Selatan,36,72,HGB,Unfurnished,2,1,1300
730000,Balikpapan Timur,43,105,HGB,Unfurnished,2,1,1300
760000,Balikpapan Utara,205,149,SHM,Unfurnished,3,2,2200
950000,Balikpapan Selatan,184,150,SHM,Unfurnished,4,4,1300
4700000,Balikpapan Selatan,300,330,SHM,Unfurnished,5,3,10000
1800000,Balikpapan Selatan,239,150,SHM,Unfurnished,5,2,2200
1050000,Balikpapan Utara,90,236,SHM,Unfurnished,3,2,2200
950000,Balikpapan Selatan,168,168,SHM,Unfurnished,3,2,1300
1700000,Balikpapan Selatan,207,144,SHM,Unfurnished,5,3,2200
2800000,Balikpapan Kota,120,240,SHM,Unfurnished,3,2,2200
1400000,Balikpapan Utara,162,231,SHM,Unfurnished,6,4,2200
250000,Balikpapan Utara,36,180,HGB,Unfurnished,1,1,900
690000,Balikpapan Kota,180,90,SHM,Unfurnished,3,2,1300
350000,Balikpapan Tengah,78,171,SHM,Unfurnished,3,1,1300
950000,Balikpapan Utara,120,160,SHM,Unfurnished,3,2,1300
3500000,Balikpapan Selatan,250,150,SHM,Unfurnished,4,3,4400
600000,Balikpapan Selatan,98,400,SHM,Unfurnished,2,1,900
1800000,Balikpapan Tengah,300,150,SHM,Unfurnished,5,3,3500
1600000,Balikpapan Selatan,150,180,SHM,Semi-furnished,3,2,4400
350000,Balikpapan Utara,40,90,SHM,Unfurnished,2,1,1300
975000,Balikpapan Selatan,160,150,SHM,Unfurnished,4,2,1300
4800000,Balikpapan Selatan,400,396,SHM,Unfurnished,5,3,5500
1600000,Balikpapan Selatan,135,160,SHM,Unfurnished,2,2,2200
2300000,Balikpapan Tengah,171,200,SHM,Unfurnished,3,3,2200
1100000,Balikpapan Tengah,100,144,SHM,Unfurnished,4,2,2200
1750000,Balikpapan Selatan,200,158,SHM,Unfurnished,4,2,2200
3590000,Balikpapan Utara,230,298,SHM,Unfurnished,5,4,3500
450000,Balikpapan Barat,100,150,SHM,Unfurnished,2,1,2200
3900000,Balikpapan Baru,155,375,SHM,Unfurnished,3,3,4400
1500000,Balikpapan Selatan,60,90,SHM,Unfurnished,2,1,3500
4400000,Balikpapan Baru,102,342,SHM,Unfurnished,4,4,5500
2850000,Balikpapan Utara,400,401,SHM,Unfurnished,5,3,4400
4600000,Balikpapan Baru,300,330,SHM,Unfurnished,4,2,10000
1240000,Balikpapan Selatan,145,120,SHM,Semi-furnished,4,2,3500
1200000,Balikpapan Utara,47,78,SHM,Unfurnished,2,2,1300
895000,Balikpapan Selatan,60,98,SHM,Unfurnished,2,1,1300
500000,Balikpapan Timur,38,96,SHM,Unfurnished,2,1,1300
1350000,Balikpapan Selatan,85,150,SHM,Unfurnished,3,2,2200
1700000,Balikpapan Selatan,71,98,SHM,Unfurnished,3,3,2200
2200000,Balikpapan Selatan,320,160,HGB,Unfurnished,4,4,2200
5500000,Balikpapan Selatan,468,234,SHM,Unfurnished,5,3,6600
3250000,Balikpapan Selatan,298,160,SHM,Unfurnished,4,4,5500
450000,Balikpapan Utara,66,87,HGB,Unfurnished,2,2,1300
760000,Balikpapan Utara,100,120,SHM,Unfurnished,3,1,1300
5500000,Balikpapan Baru,311,248,HGB,Unfurnished,5,5,3500
2000000,Balikpapan Selatan,60,150,SHM,Unfurnished,2,1,4400
1990000,Balikpapan Selatan,288,399,HGB,Unfurnished,2,2,4400
949000,Balikpapan Utara,172,380,HGB,Furnished,3,1,4400
1010000,Balikpapan Tengah,196,306,HGB,Unfurnished,6,2,4400
1700000,Balikpapan Selatan,82,155,SHM,Unfurnished,3,2,4400
825000,Balikpapan Utara,80,120,SHM,Unfurnished,3,2,2200
850000,Balikpapan Selatan,120,160,SHM,Unfurnished,2,1,1300
850000,Balikpapan Selatan,120,160,SHM,Unfurnished,2,1,1300
750000,Balikpapan Selatan,120,120,SHM,Unfurnished,4,3,2200
1500000,Balikpapan Timur,42,120,HGB,Unfurnished,4,2,2200
1050000,Balikpapan Tengah,100,240,SHM,Unfurnished,4,2,2200
810000,Balikpapan Selatan,132,132,SHM,Unfurnished,3,2,2200
2500000,Balikpapan Selatan,100,305,SHM,Unfurnished,3,2,2200
1160000,Balikpapan Selatan,100,168,HGB,Unfurnished,3,2,1300
1750000,Balikpapan Utara,88,98,SHM,Unfurnished,3,3,1300
1950000,Balikpapan Selatan,115,150,SHM,Unfurnished,3,3,2200
1500000,Balikpapan Selatan,160,144,SHM,Unfurnished,3,2,2200
1500000,Balikpapan Selatan,160,144,SHM,Unfurnished,3,2,2200
1600000,Balikpapan Selatan,93,171,SHM,Unfurnished,3,2,1300
400000,Balikpapan Timur,100,108,HGB,Unfurnished,2,1,900
350000,Balikpapan Timur,90,96,HGB,Unfurnished,2,1,900
440000,Balikpapan Utara,45,96,SHM,Unfurnished,2,1,1300
5000000,Balikpapan Baru,600,200,SHM,Unfurnished,4,2,5500
750000,Balikpapan Selatan,45,84,SHM,Unfurnished,2,1,2200
1600000,Balikpapan Selatan,96,96,SHM,Unfurnished,3,2,1300
750000,Balikpapan Selatan,45,135,SHM,Unfurnished,2,1,900
415000,Balikpapan Utara,45,96,SHM,Unfurnished,2,1,1300
2100000,Balikpapan Selatan,145,168,SHM,Unfurnished,2,2,2200
1800000,Balikpapan Selatan,130,195,SHM,Unfurnished,4,3,2200
900000,Balikpapan Tengah,200,256,SHM,Unfurnished,4,4,3500
4200000,Balikpapan Selatan,140,817,SHM,Unfurnished,3,1,3500
3800000,Balikpapan Selatan,234,135,SHM,Unfurnished,5,3,1300
700000,Balikpapan Selatan,78,135,SHM,Unfurnished,2,1,1300
950000,Balikpapan Utara,280,140,SHM,Unfurnished,4,2,1300
1950000,Balikpapan Selatan,165,155,SHM,Unfurnished,3,2,2200
2500000,Balikpapan Selatan,200,200,SHM,Unfurnished,5,3,4400
370000,Balikpapan Tengah,90,137,SHM,Semi-furnished,2,2,2200
1200000,Balikpapan Timur,150,260,SHM,Unfurnished,4,2,4400
900000,Balikpapan Selatan,100,120,SHM,Furnished,3,2,2200
2250000,Balikpapan Selatan,250,204,SHM,Unfurnished,4,4,2200
850000,Balikpapan Timur,170,170,HGB,Unfurnished,2,1,2200
1550000,Balikpapan Selatan,50,94,SHM,Unfurnished,3,3,2200
1500000,Balikpapan Selatan,145,120,SHM,Unfurnished,4,2,3500
2300000,Balikpapan Selatan,251,306,SHM,Unfurnished,4,2,2200
975000,Balikpapan Selatan,70,120,SHM,Unfurnished,3,1,2200
680000,Balikpapan Utara,70,163,HGB,Semi-furnished,2,1,2200
2500000,Balikpapan Utara,350,381,HGB,Unfurnished,2,1,2200
1300000,Balikpapan Kota,120,120,HGB,Unfurnished,2,2,2200
3600000,Balikpapan Utara,191,220,HGB,Furnished,3,3,4400
1200000,Balikpapan Selatan,105,96,SHM,Furnished,4,2,1300
2500000,Balikpapan Utara,200,400,SHM,Unfurnished,4,2,2200
1250000,Balikpapan Utara,148,90,SHM,Unfurnished,4,2,3500
6000000,Balikpapan Baru,400,561,SHM,Semi-furnished,2,3,3500
4200000,Balikpapan Tengah,252,373,SHM,Unfurnished,4,3,2200
3000000,Balikpapan Utara,300,954,SHM,Furnished,4,2,2200
3800000,Balikpapan Selatan,199,356,SHM,Unfurnished,4,4,5500
490000,Balikpapan Tengah,201,201,SHM,Unfurnished,3,2,1300
650000,Balikpapan Barat,110,156,SHM,Unfurnished,2,1,1300
1500000,Balikpapan Selatan,200,165,SHM,Unfurnished,4,3,5500
1200000,Balikpapan Timur,120,135,SHM,Unfurnished,8,4,900
900000,Balikpapan Selatan,150,147,SHM,Unfurnished,3,1,2200
1800000,Balikpapan Selatan,100,248,SHM,Unfurnished,3,2,2200
6000000,Balikpapan Selatan,400,619,SHM,Unfurnished,8,3,1300
1200000,Balikpapan Selatan,90,216,SHM,Unfurnished,2,2,1300
2120000,Balikpapan Utara,146,190,HGB,Unfurnished,4,4,2200
1280000,Balikpapan Utara,120,155,HGB,Unfurnished,3,3,2200
1800000,Balikpapan Utara,88,105,HGB,Unfurnished,3,3,2200
2300000,Balikpapan Utara,117,128,HGB,Unfurnished,3,4,2200
3500000,Balikpapan Utara,172,200,HGB,Unfurnished,5,5,2200
1050000,Balikpapan Selatan,90,90,SHM,Unfurnished,3,2,2200
725000,Balikpapan Utara,45,84,HGB,Unfurnished,2,1,2200
2100000,Balikpapan Tengah,429,429,SHM,Unfurnished,8,6,5500
500000,Balikpapan Tengah,70,87,SHM,Unfurnished,2,1,1300
1720000,Balikpapan Selatan,74,72,HGB,Unfurnished,3,2,2200
1200000,Balikpapan Timur,90,120,SHM,Unfurnished,3,2,2200
200000,Balikpapan Selatan,36,190,HGB,Unfurnished,2,1,1300
950000,Balikpapan Tengah,120,180,HGB,Unfurnished,3,2,2200
600000,Balikpapan Utara,100,156,SHM,Unfurnished,2,1,2200
2500000,Balikpapan Selatan,116,240,HGB,Unfurnished,4,3,1300
620000,Balikpapan Tengah,42,78,HGB,Unfurnished,3,1,5500
675000,Balikpapan Tengah,145,157,SHM,Unfurnished,5,2,900
4500000,Balikpapan Selatan,320,440,SHM,Unfurnished,3,2,6600
580000,Balikpapan Tengah,36,72,HGB,Unfurnished,2,1,1300
1600000,Balikpapan Selatan,81,135,SHM,Unfurnished,3,2,5500
527000,Balikpapan Timur,45,90,HGB,Unfurnished,2,1,2200
980000,Balikpapan Selatan,121,395,SHM,Unfurnished,3,1,2200
2250000,Balikpapan Selatan,92,105,HGB,Unfurnished,3,1,2200
1750000,Balikpapan Barat,307,307,SHM,Unfurnished,2,2,2200
726000,Balikpapan Utara,90,157,SHM,Unfurnished,2,2,4400
983000,Balikpapan Tengah,60,108,HGB,Unfurnished,3,3,1300
2270000,Balikpapan Selatan,150,220,SHM,Unfurnished,3,2,3500
2200000,Balikpapan Selatan,150,220,SHM,Furnished,3,2,3500
875000,Balikpapan Selatan,120,180,SHM,Unfurnished,3,2,2200
2650000,Balikpapan Selatan,300,292,SHM,Unfurnished,3,2,2200
2800000,Balikpapan Baru,298,200,SHM,Unfurnished,5,4,5500
1000000,Balikpapan Selatan,300,147,SHM,Unfurnished,3,1,2200
1350000,Balikpapan Selatan,184,287,SHM,Unfurnished,4,3,3500
3850000,Balikpapan Selatan,300,244,SHM,Semi-furnished,4,4,5500
1600000,Balikpapan Tengah,150,193,SHM,Unfurnished,5,4,2200
600000,Balikpapan Selatan,98,400,SHM,Unfurnished,2,1,900
1050000,Balikpapan Kota,81,130,SHM,Unfurnished,2,1,1300
775000,Balikpapan Utara,65,72,HGB,Unfurnished,3,2,2200
1750000,Balikpapan Utara,79,126,SHM,Unfurnished,3,2,2200
1800000,Balikpapan Baru,200,156,SHM,Unfurnished,4,2,2200
3500000,Balikpapan Selatan,250,150,SHM,Unfurnished,4,3,4400
550000,Balikpapan Utara,45,91,HGB,Unfurnished,2,1,1300
700000,Balikpapan Utara,80,91,HGB,Unfurnished,3,2,2200
4600000,Balikpapan Kota,240,300,SHM,Unfurnished,4,3,3500
2900000,Balikpapan Kota,220,300,SHM,Unfurnished,3,3,2200
4500000,Balikpapan Baru,220,400,SHM,Unfurnished,4,3,5500
2000000,Balikpapan Selatan,156,231,SHM,Unfurnished,3,3,2200
2700000,Balikpapan Baru,250,180,SHM,Unfurnished,4,3,2200
1800000,Balikpapan Utara,180,91,HGB,Unfurnished,4,3,4400
550000,Balikpapan Tengah,45,96,SHM,Unfurnished,2,1,1300
1800000,Balikpapan Selatan,150,404,SHM,Unfurnished,5,2,2200
1500000,Balikpapan Selatan,75,100,SHM,Unfurnished,5,4,4400
739000,Balikpapan Selatan,70,96,SHM,Unfurnished,2,2,2200
925000,Balikpapan Utara,77,80,SHM,Unfurnished,3,2,2200
1950000,Balikpapan Utara,135,235,SHM,Unfurnished,2,2,6600
1500000,Balikpapan Baru,96,100,SHM,Unfurnished,3,2,2200
2000000,Balikpapan Baru,170,140,SHM,Semi-furnished,4,3,3500
700000,Balikpapan Selatan,108,200,HGB,Unfurnished,3,2,900
1400000,Balikpapan Timur,91,105,SHM,Unfurnished,3,2,2200
1950000,Balikpapan Baru,104,96,SHM,Unfurnished,3,3,2200
1610000,Balikpapan Selatan,150,180,SHM,Unfurnished,3,2,4400
1600000,Balikpapan Timur,120,135,SHM,Unfurnished,8,4,3500
1600000,Balikpapan Baru,200,156,SHM,Unfurnished,4,2,2200
3300000,Balikpapan Utara,360,250,SHM,Unfurnished,4,4,2200
1400000,Balikpapan Selatan,72,72,SHM,Unfurnished,2,2,900
4500000,Balikpapan Tengah,260,300,SHM,Unfurnished,4,3,2200
3200000,Balikpapan Baru,240,200,SHM,Unfurnished,5,5,4400
2300000,Balikpapan Selatan,300,310,SHM,Unfurnished,5,3,7700
800000,Balikpapan Utara,90,165,SHM,Unfurnished,3,2,1300
6000000,Balikpapan Kota,600,375,SHM,Unfurnished,5,4,4400
11000000,Balikpapan Timur,458,358,SHM,Unfurnished,8,6,5500
1200000,Balikpapan Baru,120,250,SHM,Unfurnished,6,3,2200
