judul,hyperlink,img_hyperlinks,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kondisi Perabotan
Perumahan Alaya cluster Agathis,https://www.rumah123.com//properti/samarinda/hos16637848/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16637848/original/hos16637848-rumah-di-jual-di-samarinda-ilir-samarinda-1710204768.jpg,Perumahan Alaya cluster Agathis,"Rp 2,25 Miliar","Samarinda Ilir, Samarinda",4,3,144 m²,144 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,N/A
Rumah Baru Alaya 2 Lantai Cluster Canary,https://www.rumah123.com//properti/samarinda/hos16576678/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16576678/original/hos16576678-rumah-di-jual-di-sungai-pinang-samarinda-1709605305.jpg,Rumah Baru Alaya 2 Lantai Cluster Canary,"Rp 2,08 Miliar","Sungai Pinang, Samarinda",3,3,140 m²,93 m²,N/A,Rumah,HGB - Hak Guna Bangunan,2200 Watt,N/A
Rumah Minimalis Sederhana dekat perkantoran,https://www.rumah123.com//properti/samarinda/hos16439889/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1924596/2024-02-20-13-16-35-5c1d7d1d-b88d-4598-a38e-1d8e1d2fca6a.jpg,Rumah Minimalis Sederhana dekat perkantoran,Rp 500 Juta,"Samarinda Seberang, Samarinda",2,1,144 m²,100 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,N/A
Rumah mewah 3lantai hanya 10 menit dari pintu tol,https://www.rumah123.com//properti/samarinda/hos16439788/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1924596/2024-02-20-13-02-25-ea6897b9-b847-4ac7-a2c6-5bdb39d196f5.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah Bagus Cantik posisi Hook di tengah kota.,https://www.rumah123.com//properti/samarinda/hos16429957/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16429957/original/hos16429957-rumah-di-jual-di-samarinda-kota-samarinda-1708591088.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah Cantik dan Nyaman Citraland,https://www.rumah123.com//properti/samarinda/hos16429947/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16429947/original/hos16429947-rumah-di-jual-di-samarinda-ilir-samarinda-1708388546.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Rumah Cantik, bagus, bersih jalan KH. Harun Nafsi. Samarinda sebrang. Perumahan Gemilang.",https://www.rumah123.com//properti/samarinda/hos16359451/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16359451/original/hos16359451-rumah-di-jual-di-samarinda-seberang-samarinda-1707814750.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Villa Cantik berada di kota Samarinda Kaltim,https://www.rumah123.com//properti/samarinda/hos16356020/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16356020/original/hos16356020-rumah-di-jual-di-samarinda-kota-samarinda-1707800884.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah mewah dan siap huni  di Perumahan villa Tamara,https://www.rumah123.com//properti/samarinda/hos16299049/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16299049/original/hos16299049-rumah-di-jual-di-samarinda-ulu-samarinda-1707202266.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH BARU PERUMAHAN GREEN CITY SAMARINDA,https://www.rumah123.com//properti/samarinda/hos16299029/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16299029/original/hos16299029-rumah-di-jual-di-samarinda-ulu-samarinda-1707202186.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah Besar Terawat bagus di loabakung samarinda,https://www.rumah123.com//properti/samarinda/hos15667902/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1924506/2023-12-04-06-02-46-f4fe6c55-7f26-47fb-ac6a-30091e960e26.png,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah siap huni 2 lantai  di perumahan Alaya,https://www.rumah123.com//properti/samarinda/hos16291103/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16291103/original/hos16291103-rumah-di-jual-di-sungai-pinang-samarinda-1707179659.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Rumah Elite di Samarinda. Lokasi Rumah yang sangat Aman, Nyaman, Asri dan Bebas Banjir. Menjadi Favorit semua orang untuk punya Rumah yang nyaman dan lingkungan yang aman.",https://www.rumah123.com//properti/samarinda/hos15986386/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1945074/2024-07-14-16-13-21-a44bbe61-2597-4eca-a8d7-a49ccb434e97-1720948401.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PERUMAHAN ALAYA DAMAR TIPE 84 TANAH 7M X 15M.,https://www.rumah123.com//properti/samarinda/hos15986358/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1945074/2024-07-14-16-13-18-73466a65-c8f7-4bfd-b0fe-aeec9a0a2e5f-1720948398.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH MINIMALIS SAMARINDA,https://www.rumah123.com//properti/samarinda/hos15608089/,https://pic.rumah123.com/r123/720x420-crop/house/ho15/15608089/original/hos15608089-rumah-di-jual-di-samarinda-kota-samarinda-1701153699.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Rumah mewah  cepat 3 lantai  di Teluk lerong,Siti Aisyah",https://www.rumah123.com//properti/samarinda/hos15607505/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1914476/2024-06-06-09-22-24-510131af-3bb6-4f4c-8110-6a2723ad596d-1717640544.jpg,"Rumah mewah  cepat 3 lantai  di Teluk lerong,Siti Aisyah",Rp 6 Miliar,"Samarinda Ulu, Samarinda",12,12,700 m²,1400 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,N/A
RUMAH NYAMAN SIAP HUNI PERUMAHAN TENANG SAMARINDA SUNGAI KUNJANG  2800,https://www.rumah123.com//properti/samarinda/hos15472262/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/1893175/2023-11-14-14-33-40-df5996f3-79a9-465c-9c5e-368c608c602d.jpg,RUMAH NYAMAN SIAP HUNI PERUMAHAN TENANG SAMARINDA SUNGAI KUNJANG  2800,Rp 628 Juta,"Samarinda Kunjang, Samarinda",2,1,84 m²,45 m²,1,Rumah,HGB - Hak Guna Bangunan,2200 Watt,N/A
RUMAH KOST KOSTAN DEKAT RUMAH SAKIT ABDUL MOIES SAMARINDA SEBERANG 1889,https://www.rumah123.com//properti/samarinda/hos15408858/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1893175/2023-11-14-14-07-18-90ac124c-31b6-40f0-9555-d4b78eccaa01.jpg,RUMAH KOST KOSTAN DEKAT RUMAH SAKIT ABDUL MOIES SAMARINDA SEBERANG 1889,"Rp 1,4 Miliar","Loa Janan Ilir, Samarinda",7,6,980 m²,400 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,N/A
RUMAH NYAMAN DIJUAL CEPAT SAMARINDA ULU 8899,https://www.rumah123.com//properti/samarinda/hos15435829/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1893175/2023-11-12-14-21-35-ecf7fff8-80ec-4351-89c3-8bdd92b4e05e.jpg,RUMAH NYAMAN DIJUAL CEPAT SAMARINDA ULU 8899,Rp 950 Juta,"Samarinda Ulu, Samarinda",3,3,252 m²,220 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,N/A
Rumah Minimalis Scadinavian Dilingkungan Nyaman Samarinda Ulu 5797,https://www.rumah123.com//properti/samarinda/hos15143088/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/1893175/2023-10-16-16-24-30-767f9b33-fad9-4b8b-9ebb-3b87126e9516.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH PINGGIR JALAN INVESTASI BESAR,https://www.rumah123.com//properti/samarinda/hos14974091/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1759793/2023-09-10-15-44-14-64c2094a-e5e6-4fb8-b2b7-bc6acc59fe75.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH NYAMAN MINIMALIS SAMARINDA,https://www.rumah123.com//properti/samarinda/hos14974099/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/1759793/2023-09-12-17-13-57-cfe5c714-621d-4164-b847-96303c412f5b.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH MINIMALIS COCOK KELUARGA BARU SAMARINDA 4664,https://www.rumah123.com//properti/samarinda/hos14974109/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1759793/2023-09-13-17-16-35-51179b21-2e32-4bdd-9cac-62e479cd5694.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH IDAMAN DI TENGAH KOTA SAMARINDA,https://www.rumah123.com//properti/samarinda/hos14974113/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1759793/2023-09-11-16-29-33-3f757175-db1d-4ded-89d3-4a2d80aa08d2.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hunian Nyaman dan Tenang Perumahan Pandan Harum Hill,https://www.rumah123.com//properti/samarinda/hos14974111/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/1759793/2023-09-13-11-49-54-c5083f51-2c38-4354-b883-2739155e4b95.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH NYAMAN TENGAH KOTA SAMARINDA ULU 4719,https://www.rumah123.com//properti/samarinda/hos14974107/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1759793/2023-09-09-18-03-54-b96a9dfc-0df3-430a-b610-017c8d93c6ae.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH JUAL BARU MINIMALIS SAMARINDA KOTA,https://www.rumah123.com//properti/samarinda/hos14974104/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1759793/2023-09-13-16-16-15-592e263e-c9ca-4e1a-9b54-4c955399ed26.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hunian Nyaman perumahan Bumi Sempaja,https://www.rumah123.com//properti/samarinda/hos14974134/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1759793/2023-09-13-17-11-00-d84bb55b-2d52-4ef4-b087-19f18600685c.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH BESAR TENGAH KOTA SAMARINDA,https://www.rumah123.com//properti/samarinda/hos14618163/,https://pic.rumah123.com/r123/720x420-crop/house/ho14/14618163/original/hos14618163-rumah-di-jual-di-samarinda-ulu-samarinda-1693294877.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CITRA GRAND SENYIUR ELENA TYPE A SAMARINDA,https://www.rumah123.com//properti/samarinda/hos13569022/,https://pic.rumah123.com/r123/720x420-crop/house/ho13/13569022/original/hos13569022-rumah-di-jual-di-samarinda-seberang-samarinda-1683000366.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH STRATEGIS DI TENGAH KOTA SAMARINDA BEBAS BANJIR,https://www.rumah123.com//properti/samarinda/hos13569015/,https://pic.rumah123.com/r123/720x420-crop/house/ho13/13569015/original/hos13569015-rumah-di-jual-di-samarinda-kota-samarinda-1683000358.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PERUMAHAN CITRA GRAND SENYIUR CITY SAMARINDA,https://www.rumah123.com//properti/samarinda/hos13568987/,https://pic.rumah123.com/r123/720x420-crop/house/ho13/13568987/original/hos13568987-rumah-di-jual-di-samarinda-seberang-samarinda-1683000278.jpg,PERUMAHAN CITRA GRAND SENYIUR CITY SAMARINDA,Rp 958 Juta,"Samarinda Seberang, Samarinda",3,1,120 m²,57 m²,N/A,Rumah,HGB - Hak Guna Bangunan,2200 Watt,N/A
Rumah  Besar di Perumahan Gepita,https://www.rumah123.com//properti/samarinda/hos13468198/,https://picture.rumah123.com/r123-images/720x420-crop/customer/56116/2023-04-18-03-46-13-e8afc2a1-513b-46e7-ad6d-665daeb17138.jpg,Rumah  Besar di Perumahan Gepita,"Rp 4,7 Miliar","Samarinda Ulu, Samarinda",6,4,360 m²,285 m²,1,Rumah,SHM - Sertifikat Hak Milik,13200 Watt,N/A
DI  CEPAT DI KAWASAN SAMARINDA ULU,https://www.rumah123.com//properti/samarinda/hos13249769/,https://pic.rumah123.com/r123/720x420-crop/house/ho13/13249769/original/hos13249769-rumah-di-jual-di-samarinda-ulu-samarinda-1679984587.jpg,DI  CEPAT DI KAWASAN SAMARINDA ULU,"Rp 1,1 Miliar","Samarinda Ulu, Samarinda",2,1,157 m²,102 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,N/A
RUMAH SULTAN HARGA MURAH DI PONDOK ALAM INDAH SAMARINDA,https://www.rumah123.com//properti/samarinda/hos13249712/,https://pic.rumah123.com/r123/720x420-crop/house/ho13/13249712/original/hos13249712-rumah-di-jual-di-samarinda-utara-samarinda-1679984369.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DIJUAL RUMAH MEGAH 2 LANTAI LOKASI PERUMAHAN ,https://www.rumah123.com//properti/samarinda/hos11945179/,https://picture.rumah123.com/r123-images/720x420-crop/customer/75491/2022-11-29-07-07-39-8910ee33-49ef-4f7b-a272-7391d71bf3a0.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah dalam kota Samarinda,https://www.rumah123.com//properti/samarinda/hos7953859/?itm_source=organic&itm_medium=LDP Labeled,https://pic.rumah123.com/r123/720x420-crop/house/ho79/7953859/original/hos7953859-rumah-di-jual-di-samarinda-ilir-samarinda-16140711282675.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CEPAT RUMAH MINIMALIS,https://www.rumah123.com//properti/samarinda/hos17717285/,https://picture.rumah123.com/r123-images/720x420-crop/customer/2045383/2024-07-29-15-34-28-3f16c4c1-c1de-491d-b97c-1edebf893179-1722242068.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hunian Murah  Cepat didaerah kota Samarinda,https://www.rumah123.com//properti/samarinda/hos17716270/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2024-07-29-14-19-41-9955f4a8-11bf-448b-8cfe-dc268336a632-1722237581.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah  di Karang Mulya Lok Bahu,https://www.rumah123.com//properti/samarinda/hos17715401/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1914476/2024-07-29-13-08-52-19268962-6f84-4618-928d-0a8d80258cfa-1722233332.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hunian Murah Di kota Samarinda.,https://www.rumah123.com//properti/samarinda/hos17714833/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2024-07-29-12-10-07-15ef70a9-ba45-42a1-9aec-ca91e9993e69-1722229807.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH CANTIK MINIMALIS,https://www.rumah123.com//properti/samarinda/hos17712756/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/2051733/2024-07-29-08-59-39-27072508-833d-46cb-88cb-21c3524dafce-1722218379.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH SIAP HUNI RAPAK INDAH,https://www.rumah123.com//properti/samarinda/hos17712750/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/2051733/2024-07-29-08-59-21-86d82312-0863-49a3-948f-9b9260a80d6a-1722218361.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH CANTIK MINIMALIS,https://www.rumah123.com//properti/samarinda/hos17712747/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/2051733/2024-07-29-08-59-05-2c629ccb-451f-48c3-8b2d-95c58fa2ecc4-1722218345.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH PINGGIR JALAN,https://www.rumah123.com//properti/samarinda/hos17712746/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/2051733/2024-07-29-08-59-01-db0c10d3-d364-43fc-bb4a-9c5c07c750fa-1722218341.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH DEKAT AREA KAMPUS,https://www.rumah123.com//properti/samarinda/hos17712745/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/2051733/2024-07-29-08-58-58-083977c1-c9d2-4c71-b112-99a579c7239c-1722218338.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah Citra Grand senyiur City,https://www.rumah123.com//properti/samarinda/hos17712744/,https://picture.rumah123.com/r123-images/720x420-crop/customer/2051733/2024-07-29-08-58-55-f45db3d0-0826-490c-a509-0e42abe98fd9-1722218335.jpg,Rumah Citra Grand senyiur City,"Rp 1,25 Miliar","Samarinda Seberang, Samarinda",3,2,108 m²,200 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,N/A
Juanda 1,https://www.rumah123.com//properti/samarinda/hos17712743/,https://picture.rumah123.com/r123-images/720x420-crop/customer/2051733/2024-07-29-08-58-52-cd03c480-9cfe-4f0f-8a46-0302116e0e5f-1722218332.jpg,Juanda 1,Rp 950 Juta,"Samarinda Kota, Samarinda",2,1,94 m²,70 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,N/A
Rumah Grand Mahakam,https://www.rumah123.com//properti/samarinda/hos17712740/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/2051733/2024-07-29-08-58-43-81dcfed4-d1d7-4f6e-a9f9-ee449985d946-1722218323.jpg,Rumah Grand Mahakam,Rp 2 Miliar,"Samarinda Kota, Samarinda",2,2,131 m²,60 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,N/A
RUKO AREA STRATEGIS DI SAMARINDA,https://www.rumah123.com//properti/samarinda/hos17712739/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/2051733/2024-07-29-08-58-40-ee26a7a7-6e5c-4e53-948f-c7bfaac2b6c4-1722218320.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PERUM TALANG SARI REGENCY,https://www.rumah123.com//properti/samarinda/hos17712738/,https://picture.rumah123.com/r123-images/720x420-crop/customer/2051733/2024-07-29-08-58-37-ee205d3b-6d2c-4144-a6d0-ff0b5eceea28-1722218317.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH CANTIK DEKAT INDOGROSIR,https://www.rumah123.com//properti/samarinda/hos17712736/,https://picture.rumah123.com/r123-images/720x420-crop/customer/2051733/2024-07-29-08-58-33-266b9e72-b49c-467e-b386-196b3c930d34-1722218313.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah ruko Loa janan,https://www.rumah123.com//properti/samarinda/hos17712735/,https://picture.rumah123.com/r123-images/720x420-crop/customer/2051733/2024-07-29-08-58-30-cbe62b75-584c-4096-afbc-3a9d88e3633b-1722218310.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah cantik perum baverrly,https://www.rumah123.com//properti/samarinda/hos17712734/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/2051733/2024-07-29-08-58-27-5301795d-3a4c-443e-a2c6-c023eced7ebd-1722218307.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jl. M said revolusi,https://www.rumah123.com//properti/samarinda/hos17712595/,https://picture.rumah123.com/r123-images/720x420-crop/customer/2051733/2024-07-29-08-58-24-811ba08f-2516-41df-912c-a613e29e1333-1722218304.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Perumahan dekat Unmul,https://www.rumah123.com//properti/samarinda/hos17712594/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/2051733/2024-07-29-08-58-17-ccfc8fb0-c435-466c-a847-934a09dc698d-1722218297.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
rumah di jl suryanata,https://www.rumah123.com//properti/samarinda/hos17712593/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/2051733/2024-07-29-08-58-04-ba3569c5-956e-4083-b86d-d2f1243bc0dc-1722218284.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah cantik  cepat di perumahan Alaya,https://www.rumah123.com//properti/samarinda/hos17712351/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1914476/2024-07-29-07-50-49-e0a683c0-71a7-4946-9cca-9a18bbe4fbf4-1722214249.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH CANTIK TYPE HOOK BUTUH RENOVASI INTERIOR SEDIKIT DIJAMIN JADI RUMAH NYAMAN ELEGAN,https://www.rumah123.com//properti/samarinda/hos17654048/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1795978/2024-07-22-10-28-08-9911fdbd-f511-4ba9-af4b-34a09b7fb6e0-1721618888.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH CANTIK TYPE HOOK BUTUH RENOVASI INTERIOR SEDIKIT DIJAMIN JADI RUMAH NYAMAN ELEGAN,https://www.rumah123.com//properti/samarinda/hos17654047/,https://picture.rumah123.com/r123-images/720x420-crop/customer/2031275/2024-07-22-10-28-05-967394f9-89ff-47a4-a5d7-6d3501b77830-1721618885.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH KOKOH DAN KUAT TINGGAL CAT ULANG DI LAMBUNG MANGKURAT SAMARINDA,https://www.rumah123.com//properti/samarinda/hos17653771/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1795978/2024-07-22-10-23-47-dcfccdd0-853f-4002-8f38-39876ace9afd-1721618627.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH KOKOH DAN KUAT TINGGAL CAT ULANG DI LAMBUNG MANGKURAT SAMARINDA,https://www.rumah123.com//properti/samarinda/hos17653769/,https://picture.rumah123.com/r123-images/720x420-crop/customer/2031275/2024-07-22-10-23-44-03585771-25ec-4981-9145-b7efe64020cc-1721618624.jpg,RUMAH KOKOH DAN KUAT TINGGAL CAT ULANG DI LAMBUNG MANGKURAT SAMARINDA,Rp 850 Juta,"Sambutan, Samarinda",4,2,255 m²,400 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,N/A
Rumah di Jl PM Noor Perum Bumi Sempaja SHM,https://www.rumah123.com//properti/samarinda/hos17653491/,https://picture.rumah123.com/r123-images/720x420-crop/customer/831128/2024-07-22-02-56-58-cb39c979-d53d-4cb7-b4d0-cf097d784954.jpg,Rumah di Jl PM Noor Perum Bumi Sempaja SHM,Rp 890 Juta,"Samarinda Utara, Samarinda",2,1,246 m²,102 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,N/A,N/A
Rumah 2 Lantai Siap Huni Tengah Kota Samarinda,https://www.rumah123.com//properti/samarinda/hos15910666/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1746082/2023-12-29-10-23-15-9fc48182-166d-433b-87b8-f034eff12a1a.jpg,Rumah 2 Lantai Siap Huni Tengah Kota Samarinda,Rp 3 Miliar,"Sungai Kunjang, Samarinda",3,1,300 m²,400 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,N/A
Rumah  di Perumahan Talang sari,https://www.rumah123.com//properti/samarinda/hos17652568/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1914476/2024-07-22-07-25-49-66aa8d9d-0063-4232-b434-eb50b55d88c7-1721607949.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah Mewah Siap Pakai Harga Murah Samarinda,https://www.rumah123.com//properti/samarinda/hos13290472/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1746082/2023-11-28-06-16-28-7487e903-0133-4cd0-b4cd-9393f197b72c.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah Murah Minimalis Dekat Mall Samarinda,https://www.rumah123.com//properti/samarinda/hos13711702/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1746082/2023-09-18-06-03-15-c35175b7-ff6c-45c9-ba84-a41d5184a376.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah Nyaman Siap Huni Dekat Big Mall Samarinda,https://www.rumah123.com//properti/samarinda/hos17508797/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1746082/2024-07-04-02-35-39-424bb534-38b2-4999-9452-77b2dd49b024.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
