judul,hyperlink,img_hyperlinks,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kondisi Perabotan
Rumah cantik 1 lantai di  di Juanda 2,https://www.rumah123.com//properti/samarinda/hos15515543/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1914476/2024-05-24-10-01-47-694bd0c0-2f34-491e-a03f-25f8f129ab72-1716519707.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah 1 lantai  di Perumahan Villa Tamara,https://www.rumah123.com//properti/samarinda/hos15512797/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1914476/2024-06-06-09-21-59-d4c4282e-2316-4985-9235-32ccae4bef46-1717640519.jpg,Rumah 1 lantai  di Perumahan Villa Tamara,"Rp 1,8 Miliar","Samarinda Ulu, Samarinda",3,3,240 m²,125 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,N/A
Gedung Walet Produktif Samarinda,https://www.rumah123.com//properti/samarinda/hos14956404/,https://pic.rumah123.com/r123/720x420-crop/house/ho14/14956404/original/hos14956404-rumah-di-jual-di-samarinda-ulu-samarinda-1711777158.jpg,Gedung Walet Produktif Samarinda,"Rp 2,8 Miliar","Samarinda Ulu, Samarinda",2,2,450 m²,1152 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,N/A
Dijual Rumah Murah Minimalis Lokasi Strategis,https://www.rumah123.com//properti/samarinda/hos11985834/,https://picture.rumah123.com/r123-images/720x420-crop/customer/75491/2022-12-03-07-59-38-c0b5c280-0f31-4708-a848-7af830772694.jpg,Dijual Rumah Murah Minimalis Lokasi Strategis,Rp 460 Juta,"Sungai Kunjang, Samarinda",2,1,100 m²,50 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,N/A
Rumah Siap Huni di perum Villa Tamara Samarinda,https://www.rumah123.com//properti/samarinda/hos2452735/?itm_source=organic&itm_medium=LDP Labeled,https://pic.rumah123.com/r123/720x420-crop/house/ho24/2452735/original/hos2452735-rumah-di-jual-di-samarinda-ulu-samarinda-15705897272893.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH BANGSALAN BETON PERMANEN 4 PINTU DI SURYANATA,https://www.rumah123.com//properti/samarinda/hos17576909/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1692135/2024-07-12-12-47-04-aafd7244-ff3b-4f2c-9ae7-15db42ec95d1-1720763224.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah cantik  di perumahan Alaya,https://www.rumah123.com//properti/samarinda/hos17517686/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1914476/2024-07-05-07-40-46-40698d91-9cf3-4992-b229-705dff4766a0-1720140046.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah Baru di  di Panjaitan,https://www.rumah123.com//properti/samarinda/hos17517667/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1914476/2024-07-05-07-34-19-04616c66-08c6-49f5-82e2-1a5a4de2adab-1720139659.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUKO UNTUK BUKA USAHA DI PINGGIR JALAN,https://www.rumah123.com//properti/samarinda/hos17465488/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1892262/2024-06-28-15-51-35-f9cbc449-53bb-48fa-b0b9-b5a191a53e8c-1719564695.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"RUMAH DI BENGKURING, SEMPAJA",https://www.rumah123.com//properti/samarinda/hos17460594/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1973473/2024-06-28-08-38-23-e87668e6-fc24-4a80-9a88-9c2a411ca32a-1719538703.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah cantik minimalis  di Panjaitan,https://www.rumah123.com//properti/samarinda/hos17460293/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1914476/2024-06-28-07-25-52-95f2b28d-ac51-4789-905f-776aa85fa766-1719534352.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH PUSPITA BUKIT PINANG SAMARINDA 37899,https://www.rumah123.com//properti/samarinda/hos17406297/,https://pic.rumah123.com/r123/720x420-crop/house/ho17/17406297/original/hos17406297-rumah-di-jual-di-samarinda-ulu-di-samarinda-17189965573437.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Samarinda Depan BCA Jual Cepat Area Komersil ,https://www.rumah123.com//properti/samarinda/hos17400895/,https://pic.rumah123.com/r123/720x420-crop/house/ho10/10151994/original/hos10151994-rumah-di-jual-di-samarinda-kota-di-samarinda-16509843741494.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH DI WAHID HASYIM 2 SAMARINDA,https://www.rumah123.com//properti/samarinda/hos17397345/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1972023/2024-06-21-09-59-22-34b706da-4f12-4229-b139-3f3dfd8acca1-1718938762.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah mewah  di perumahan Citraland,https://www.rumah123.com//properti/samarinda/hos17396455/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1914476/2024-06-21-07-13-28-7bc0c648-0696-48d2-b7ae-15b802e04b1a-1718928808.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DI  RUMAH MEWAH PONDOK SURYA INDAH SAMARINDA,https://www.rumah123.com//properti/samarinda/hos17396450/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1972023/2024-06-21-07-11-40-075edb01-4500-43d2-ab24-d2031759988f-1718928700.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DI  RUMAH JALAN JELAWAT SAMARINDA,https://www.rumah123.com//properti/samarinda/hos17396446/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1972023/2024-06-21-07-10-54-4550cf26-d4e4-4bf0-af25-c957545d3ffa-1718928654.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah di tengah Kota Samarinda,https://www.rumah123.com//properti/samarinda/hos17356488/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1795978/2024-06-14-15-24-54-710370a6-b83b-48f7-8ee4-7b07e1faa8f8-1718353494.jpg,Rumah di tengah Kota Samarinda,"Rp 1,6 Miliar","Samarinda Ulu, Samarinda",4,3,135 m²,220 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,N/A
RUMAH HUNIAN DAN KAMAR KOST,https://www.rumah123.com//properti/samarinda/hos17356485/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1892262/2024-06-14-15-24-26-63995d23-f954-4661-ae35-aabec643475e-1718353466.jpg,RUMAH HUNIAN DAN KAMAR KOST,"Rp 4,25 Miliar","Sungai Pinang, Samarinda",11,10,450 m²,300 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,N/A
Rumah cantik  di perumahan Mediterania,https://www.rumah123.com//properti/samarinda/hos17301703/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1914476/2024-06-07-13-34-43-55c6ca71-887f-4423-b140-cc55bab20b1c-1717742083.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bangunan Kos Kosan dan Bangsalan  di Wiraguna,https://www.rumah123.com//properti/samarinda/hos17077127/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1914476/2024-05-24-10-02-42-06dfcee5-18da-4a68-8cc9-c6047571f1dc-1716519762.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah cantik  di perumahan Grand Mahakam,https://www.rumah123.com//properti/samarinda/hos17005972/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1914476/2024-06-06-09-22-50-b6654efc-0d59-4588-b4ac-aaec07466d02-1717640570.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah cantik di  di Tamansari Grand Samarinda,https://www.rumah123.com//properti/samarinda/hos16872023/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1914476/2024-05-24-10-02-24-ad7037b5-d0f6-45b7-a1d8-3dfc2ccaf9e6-1716519744.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah 2 lantai  cepat di Bukit Mediterania,https://www.rumah123.com//properti/samarinda/hos16935570/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1914476/2024-05-24-10-02-13-947c5033-2c1b-4fb2-be15-fb68c2efa4e3-1716519733.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah cantik  2 lantai di perumahan Citraland,https://www.rumah123.com//properti/samarinda/hos16414052/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1914476/2024-05-24-10-01-44-91fac528-cee6-44ec-a1be-e19cb35a4275-1716519704.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah cantik  di perumahan Citra gading,https://www.rumah123.com//properti/samarinda/hos17183497/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1914476/2024-06-06-09-23-06-63758a61-d542-4bf4-bdcd-27f40817db37-1717640586.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah murah di Ahmad Yani jalan besar,https://www.rumah123.com//properti/samarinda/hos17126303/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1914476/2024-05-17-08-16-28-2fd556fb-6bc7-4e21-a6f0-486f5f0b6a17-1715908588.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH HUNIAN GP SAMBUTAN,https://www.rumah123.com//properti/samarinda/hos17126160/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1892262/2024-05-17-07-43-16-476580de-e07e-4d75-b0a2-b7b2cd4d52d9-1715906596.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH BARU MINIMALIS DI CITRALAND CITY SAMARINDA,https://www.rumah123.com//properti/samarinda/hos17069654/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1692135/2024-05-10-15-29-21-457644a1-ab50-4639-9a81-ec533b40d9b9-1715329761.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah jual 1 lantai tengah kota jl Antasari samarinda,https://www.rumah123.com//properti/samarinda/hos16743753/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1924506/2024-03-22-07-35-33-d82779e4-b6a1-4b92-a554-7df044aad19b.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH BANGSALAN,https://www.rumah123.com//properti/samarinda/hos17064985/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1892262/2024-05-10-09-44-44-e99c2fa6-fb8e-4612-827b-62f12ce68437-1715309084.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH CITRA GRIYA SAMARINDA 7012,https://www.rumah123.com//properti/samarinda/hos17019705/,https://pic.rumah123.com/r123/720x420-crop/house/ho17/17019705/original/hos17019705-rumah-di-jual-di-samarinda-kota-di-samarinda-17147561159198.jpg,RUMAH CITRA GRIYA SAMARINDA 7012,"Rp 1,73 Miliar","Samarinda Kota, Samarinda",N/A,N/A,161 m²,N/A,N/A,Rumah,N/A,N/A,N/A
RUMAH PULAU BANDA SAMARINDA 2567,https://www.rumah123.com//properti/samarinda/hos17018904/,https://pic.rumah123.com/r123/720x420-crop/house/ho17/17018904/original/hos17018904-rumah-di-jual-di-samarinda-ilir-di-samarinda-17147450274748.jpg,RUMAH PULAU BANDA SAMARINDA 2567,"Rp 4,69 Miliar","Samarinda Ilir, Samarinda",N/A,N/A,288 m²,N/A,N/A,Rumah,N/A,N/A,N/A
DiJual Harga rugi Perum citragrand senyiur city Rumah 600 jt ,https://www.rumah123.com//properti/samarinda/hos16965391/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1477743/2024-04-26-20-13-32-f0c33927-d7d0-4c27-b622-fa4e3a4f2d3e.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH CANTIK DI BUKIT MEDITERANIA,https://www.rumah123.com//properti/samarinda/hos16960733/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1892262/2024-04-26-13-52-34-50b44679-f109-4f1a-ae4d-80daedf83b19-1714114354.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH  TENGAH KOTA BEBAS BANJIR,https://www.rumah123.com//properti/samarinda/hos16957583/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1795978/2024-04-26-08-52-39-4777c0a1-7d7c-46ec-a200-eb03338afcea-1714096359.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah Kost Murah Di Tengah Kota Samarinda,https://www.rumah123.com//properti/samarinda/hos16851629/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1746082/2024-04-05-11-10-41-79835c71-89a1-4008-90df-1c75ac0929f8.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah di Jalan siradj salman perum permata hijau 3 Lantai,https://www.rumah123.com//properti/samarinda/hos16848518/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755751/2024-04-05-07-06-42-5ce6054a-f6a2-4e84-92ec-6f3b0235faa7.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah Cantik dan Nyaman Citraland,https://www.rumah123.com//properti/samarinda/hos16675195/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1945074/2024-06-15-12-17-19-d1c8bde0-35f3-4815-a7c5-99ec0d565724-1718428639.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH MEWAH THE PREMIERE HILLS MEDITERANIA SAMARINDA,https://www.rumah123.com//properti/samarinda/hos16674918/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16674918/original/hos16674918-rumah-di-jual-di-samarinda-ulu-samarinda-1710480180.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TANAH + RUMAH KAYU DI TENGAH KOTA LAMBUNG MANGKURAT SAMARINDA NV18,https://www.rumah123.com//properti/samarinda/hos16616643/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16616643/original/hos16616643-rumah-di-jual-di-sungai-kunjang-samarinda-1710472412.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH BANGSALAN,https://www.rumah123.com//properti/samarinda/hos16615843/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16615843/original/hos16615843-rumah-di-jual-di-samarinda-utara-samarinda-1710381171.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH BARU CANTIK ALAYA CLUSTER DAMAR SAMARINDA NV19,https://www.rumah123.com//properti/samarinda/hos16615105/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16615105/original/hos16615105-rumah-di-jual-di-samarinda-utara-samarinda-1710472409.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH ASRI DAN NYAMAN GRIYA ASRI SAMARINDA,https://www.rumah123.com//properti/samarinda/hos16611197/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16611197/original/hos16611197-rumah-di-jual-di-samarinda-kota-samarinda-1709859596.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Rumah Pinggir Jalan besar. Posisi Hook sangat strategis. Bisa untuk usaha an voucer, sembako dll.",https://www.rumah123.com//properti/samarinda/hos16535792/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16535792/original/hos16535792-rumah-di-jual-di-samarinda-ilir-samarinda-1709255011.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah lokasi strategis dekat rumah sakit Dirgahayu. cocok untuk usaha apa saja.,https://www.rumah123.com//properti/samarinda/hos16323074/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1945074/2024-06-15-12-17-05-4751ba59-5bbc-42e5-985d-abff35de4f96-1718428625.jpg,Rumah lokasi strategis dekat rumah sakit Dirgahayu. cocok untuk usaha apa saja.,"Rp 1,7 Miliar","Samarinda Kota, Samarinda",7,3,252 m²,180 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,N/A
"Rumah Cantik, bagus, bersih jalan KH. Harun Nafsi. Samarinda sebrang. Perumahan Gemilang.",https://www.rumah123.com//properti/samarinda/hos16323065/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16323065/original/hos16323065-rumah-di-jual-di-samarinda-seberang-samarinda-1707440100.jpg,"Rumah Cantik, bagus, bersih jalan KH. Harun Nafsi. Samarinda sebrang. Perumahan Gemilang.",Rp 825 Juta,"Samarinda Seberang, Samarinda",3,1,187 m²,187 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,N/A
RUMAH MEWAH 2 ½ LANTAI DI PERUMAHAN SAMARINDA AR03,https://www.rumah123.com//properti/samarinda/hos16323014/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16323014/original/hos16323014-rumah-di-jual-di-samarinda-utara-samarinda-1707439390.jpg,RUMAH MEWAH 2 ½ LANTAI DI PERUMAHAN SAMARINDA AR03,"Rp 2,75 Miliar","Samarinda Utara, Samarinda",5,4,144 m²,225 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,N/A
Rumah  di jalan Jenderal Sudirman,https://www.rumah123.com//properti/samarinda/hos16251108/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16251108/original/hos16251108-rumah-di-jual-di-samarinda-kota-samarinda-1706833356.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Perumahan Vila Tamara. Rumah Cantik Di  Murah. Perumahan Strategis dan Bebas banjir. sangat di minat warga Samarinda. Rumah aman dan nyaman.,https://www.rumah123.com//properti/samarinda/hos15901987/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1945074/2024-07-14-16-13-12-21aaa57b-bdfd-4457-8966-535c98014f38-1720948392.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah Di  Rumah Cantik Di Perumahan Citra Gading Ukuran tanah 20 x 20 Bangunan 2 lantai.  Tanah 407m² Bangunan 162m².,https://www.rumah123.com//properti/samarinda/hos15898142/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1945074/2024-07-14-16-13-09-4d7dc934-0ff6-4147-b776-34a23ec6c8c6-1720948389.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah Minimalis Dijual Murah Lingkungan Elite (Ready 4 unit),https://www.rumah123.com//properti/samarinda/hos11986160/,https://picture.rumah123.com/r123-images/720x420-crop/customer/75491/2022-12-03-09-14-19-9c687ba1-c422-4192-a853-b92cc0581371.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH TUNGGAL SIAP HUNI RAPAK INDAH 3084,https://www.rumah123.com//properti/samarinda/hos15510639/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/1893175/2023-11-17-13-05-13-b9bc6d1a-abba-4381-8181-a20e3a45f944.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah cantik 2 lantai  di Villa Tamara,https://www.rumah123.com//properti/samarinda/hos15500191/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1914476/2024-06-06-09-22-58-f6c0958f-1ae0-4ed6-84fb-8070ed4709d6-1717640578.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hunian Murah  Di perumahan Sempaja Samarinda,https://www.rumah123.com//properti/samarinda/hos15340396/,https://pic.rumah123.com/r123/720x420-crop/house/ho15/15340396/original/hos15340396-rumah-di-jual-di-samarinda-utara-samarinda-1698971962.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Hunian Minimalis, Asri dan Nyaman",https://www.rumah123.com//properti/samarinda/hos14974120/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1759793/2023-09-10-14-34-35-29ed1bc7-7f90-407c-a45e-82aa74b9c311.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hunian Nyaman Tenang Rapak Indah,https://www.rumah123.com//properti/samarinda/hos14974122/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/1759793/2023-09-10-14-26-37-d9c96040-7f9b-42fd-b820-d53a097c20db.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hunian Nyaman Perumahan Mediterania 2969,https://www.rumah123.com//properti/samarinda/hos14974123/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/1759793/2023-09-09-17-28-31-65a820e7-4090-41f0-b5b7-c6bdaaa2e934.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH BARU DILINGKUNGAN NYAMAN SISA 2 UNIT SAMARINDA UTARA 4446,https://www.rumah123.com//properti/samarinda/hos14974081/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1759793/2023-09-16-14-51-45-78caaa06-6bf8-4314-9d43-555aeb32812c.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Investasi Terbaik  Cepat di Samarinda,https://www.rumah123.com//properti/samarinda/hos14974121/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1759793/2023-09-10-14-53-59-9f126dcb-180e-48f0-a2d3-631704e31fad.jpg,Investasi Terbaik  Cepat di Samarinda,Rp 12 Miliar,"Samarinda Ulu, Samarinda",6,3,667 m²,387 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,N/A
RUMAH NYAMAN TENGAH KOTA SAMARINDA,https://www.rumah123.com//properti/samarinda/hos14974118/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1759793/2023-09-12-17-15-44-de2ee829-d87b-4af8-8c75-ab44d1e61ea6.jpg,RUMAH NYAMAN TENGAH KOTA SAMARINDA,"Rp 2,68 Miliar","Sungai Kunjang, Samarinda",3,2,380 m²,330 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,N/A
RUMAH NYAMAN AMAN TENANG di PERUMAHAN ELITE SAMARINDA 0667,https://www.rumah123.com//properti/samarinda/hos14974117/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/1759793/2023-09-11-15-16-24-424a4954-5b17-4e77-b169-95af7a4286d0.jpg,RUMAH NYAMAN AMAN TENANG di PERUMAHAN ELITE SAMARINDA 0667,"Rp 2,9 Miliar","Samarinda Ulu, Samarinda",3,3,254 m²,300 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,N/A
RUMAH SIAP HUNI DIPERUMAHAN ELIT SAMARINDA KOTA 7472,https://www.rumah123.com//properti/samarinda/hos15097936/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/1893175/2023-11-08-06-15-31-65bd8a03-dda2-4916-85f0-fb5a6aee1792.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Dijual Rumah Indah Dan Asri di Perum Citra Gading,samarinda Nego Mic ",https://www.rumah123.com//properti/samarinda/hos14657525/,https://picture.rumah123.com/r123-images/720x420-crop/customer/67899/2023-09-01-10-52-20-8f679c16-29a7-421e-b4db-71e8056ae81f.webp,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah di Jl Sentosa 2 Lantai SHM,https://www.rumah123.com//properti/samarinda/hos14649627/,https://picture.rumah123.com/r123-images/720x420-crop/customer/831128/2023-09-01-02-01-11-56da19dc-3cde-4127-a449-625665791939.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DAN DI KAN DIPERUMAHAN CITRALAND,https://www.rumah123.com//properti/samarinda/hos13745258/,https://pic.rumah123.com/r123/720x420-crop/house/ho13/13745258/original/hos13745258-rumah-di-jual-di-sungai-pinang-samarinda-1684461656.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Rumah Kos di Samarinda Luas 975, Lp231001apr",https://www.rumah123.com//properti/samarinda/hos13541581/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1201408/2023-04-28-13-59-41-312eb16d-1c0d-4fd2-800f-af609d2ff05d.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah Asri di perumahan samarinda,https://www.rumah123.com//properti/samarinda/hos6229202/?itm_source=organic&itm_medium=LDP Labeled,https://pic.rumah123.com/r123/720x420-crop/house/ho62/6229202/original/hos6229202-rumah-di-jual-di-samarinda-ulu-samarinda-15828993899319.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah Minimalis dalam Perumahan,https://www.rumah123.com//properti/samarinda/hos17687168/,https://picture.rumah123.com/r123-images/720x420-crop/customer/2049341/2024-07-25-06-12-34-40083ee8-a759-4491-a100-4fc5af7639a7.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH CANTIK MINIMALIS DI PERUM TALANG SARI SAMARINDA,https://www.rumah123.com//properti/samarinda/hos17569615/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1692135/2024-07-11-15-06-52-3f7435e8-a349-41f8-8680-3157eff8b894-1720685212.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
