harga,lokasi,luas_bangunan,luas_tanah,sertifikat,furnish,kamar_tidur,kamar_mandi,garasi,listrik
"Rp 2,08 Miliar","Kalimantan Timur, Samarinda, Samarinda Utara",93 m2,140 m2,HGB,Non-furnished,3 Kt,2,N/A,2200 Watt
Rp 15 Miliar,"Kalimantan Timur, Samarinda, Samarinda Kota",700 m2,1100 m2,SHM,-,2,4,N/A,5500 Watt
Rp 14 Miliar,"Kalimantan Timur, Samarinda, Samarinda Ulu",755 m2,750 m2,SHM,-,15,6,N/A,2200 Watt
"Rp 1,6 Miliar","Kalimantan Timur, Samarinda, Sungai Kunjang",300 m2,150 m2,SHM,Non-furnished,5,3,N/A,3500 Watt
Rp 400 Juta,"Kalimantan Timur, Samarinda, Samarinda Utara",80 m2,100 m2,SHM,Fully-furnished,2,2,N/A,900 Watt
Rp 920 Juta,"Kalimantan Timur, Samarinda, Samarinda Ulu",38 m2,98 m2,HGB,-,2,1,N/A,2200 Watt
Rp 5 Miliar,"Kalimantan Timur, Samarinda, Samarinda Kota",240 m2,288 m2,SHM,-,3,2,N/A,2200 Watt
"Rp 4,2 Miliar","Kalimantan Timur, Samarinda, Sungai Pinang",350 m2,180 m2,SHM,-,3,3,N/A,5500 Watt
Rp 1 Miliar,"Kalimantan Timur, Samarinda, Loa Janan Ilir",72 m2,72 m2,SHM,Non-furnished,4,3,N/A,2200 Watt
Rp 600 Juta,"Kalimantan Timur, Samarinda, Samarinda Kota",45 m2,120 m2,SHM,-,2,1,N/A,1300 Watt
Rp 810 Juta,"Kalimantan Timur, Samarinda, Samarinda Kota",125 m2,150 m2,SHM,-,3,1,N/A,1300 Watt
"Rp 6,5 Miliar Rp 140 Juta","Kalimantan Timur, Samarinda, Samarinda Kota",300 m2,212 m2,SHM,-,1,2,N/A,3500 Watt
Rp 700 Juta,"Kalimantan Timur, Samarinda, Samarinda Utara",99 m2,99 m2,SHM,Non-furnished,2,1,N/A,2200 Watt
Rp 768 Juta,"Kalimantan Timur, Samarinda, Sungai Kunjang",54 m2,100 m2,SHM,-,2,1,N/A,1300 Watt
Rp 828 Juta,"Kalimantan Timur, Samarinda, Samarinda Kunjang",54 m2,100 m2,HGB,-,2,1,N/A,1300 Watt
Rp 968 Juta,"Kalimantan Timur, Samarinda, Samarinda Kunjang",54 m2,177 m2,SHM,-,2,1,N/A,1300 Watt
"Rp 621,04 Juta","Kalimantan Timur, Samarinda, Loa Janan Ilir",45 m2,105 m2,PPJB,-,2,1,N/A,1300 Watt
"Rp 853,67 Juta","Kalimantan Timur, Samarinda, Loa Janan Ilir",57 m2,120 m2,PPJB,-,3,1,N/A,1300 Watt
"Rp 3,24 Miliar","Kalimantan Timur, Samarinda, Sungai Pinang",197 m2,225 m2,HGB,-,3+1,3,N/A,2200 Watt
Rp 816 Juta,"Kalimantan Timur, Samarinda, Loa Janan Ilir",48 m2,105 m2,HGB,Non-furnished,2,1,N/A,1300 Watt
"Rp 1,51 Miliar","Kalimantan Timur, Samarinda, Loa Janan Ilir",96 m2,201 m2,HGB,Non-furnished,3,2,N/A,1300 Watt
"Rp 2,26 Miliar","Kalimantan Timur, Samarinda, Loa Janan Ilir",157 m2,280 m2,HGB,Non-furnished,3,3,N/A,1300 Watt
"Rp 1,57 Miliar","Kalimantan Timur, Samarinda, Loa Janan Ilir",110 m2,215 m2,HGB,Non-furnished,3,2,N/A,1300 Watt
Rp 548 Juta,"Kalimantan Timur, Samarinda, Loa Janan Ilir",27 m2,84 m2,HGB,Non-furnished,2,1,N/A,1300 Watt
Rp 970 Juta,"Kalimantan Timur, Samarinda, Samarinda Utara",90 m2,98 m2,SHM,Semi-furnished,3,2,N/A,2200 Watt
Rp 1 Miliar,"Kalimantan Timur, Samarinda, Samarinda Ulu",180 m2,200 m2,SHM,-,3,2,N/A,1300 Watt
Rp 650 Juta Rp 35 Juta,"Kalimantan Timur, Samarinda, Palaran",72 m2,200 m2,SHM,Non-furnished,2,2,N/A,1300 Watt
"Rp 3,6 Miliar","Kalimantan Timur, Samarinda, Samarinda Kota",250 m2,320 m2,SHM,Semi-furnished,4,5,N/A,4400 Watt
"Rp 3,56 Miliar","Kalimantan Timur, Samarinda, Sungai Pinang",197 m2,225 m2,SHM,-,3,3,N/A,2200 Watt
"Rp 1,3 Miliar","Kalimantan Timur, Samarinda, Samarinda Utara",200 m2,298 m2,SHM,-,5,3,N/A,2200 Watt
"Rp 1,5 Miliar","Kalimantan Timur, Samarinda, Samarinda Utara",45 m2,180 m2,SHM,Non-furnished,5,3,N/A,1300 Watt
Rp 60 Miliar,"Kalimantan Timur, Samarinda, Samarinda Kota",3000 m2,10000 m2,SHM,Non-furnished,8,6,N/A,13300 Watt
"Rp 1,7 Miliar","Kalimantan Timur, Samarinda, Samarinda Utara",330 m2,165 m2,SHM,-,5,2,N/A,900 Watt
"Rp 1,5 Miliar","Kalimantan Timur, Samarinda, Sungai Kunjang",200 m2,400 m2,SHM,-,4,2,N/A,1300 Watt
Rp 700 Juta,"Kalimantan Timur, Samarinda, Samarinda Ulu",140 m2,170 m2,SHM,-,4,2,N/A,1300 Watt
"Rp 2,9 Miliar","Kalimantan Timur, Samarinda, Samarinda Ilir",235 m2,470 m2,SHM,Non-furnished,5,3,N/A,3500 Watt
Rp 800 Juta,"Kalimantan Timur, Samarinda, Samarinda Seberang",92 m2,105 m2,SHM,Non-furnished,2,1,N/A,1300 Watt
Rp 475 Juta,"Kalimantan Timur, Samarinda, Samarinda Utara",45 m2,120 m2,SHM,Semi-furnished,2,1,N/A,1300 Watt
Rp 800 Juta,"Kalimantan Timur, Samarinda, Samarinda Kota",60 m2,176 m2,SHM,Non-furnished,2,2,N/A,1300 Watt
"Rp 1,5 Miliar","Kalimantan Timur, Samarinda, Samarinda Ulu",250 m2,297 m2,SHM,-,4,2,N/A,1300 Watt
"Rp 1,5 Miliar","Kalimantan Timur, Samarinda, Sungai Pinang",124 m2,162 m2,SHM,-,4,3,N/A,2200 Watt
"Rp 1,62 Miliar","Kalimantan Timur, Samarinda, Samarinda Utara",84 m2,105 m2,SHM,-,3,2,N/A,2200 Watt
Rp 800 Juta,"Kalimantan Timur, Samarinda, Sambutan",63 m2,200 m2,Lain-lain,-,3,1,N/A,1300 Watt
"Rp 3,55 Miliar","Kalimantan Timur, Samarinda, Samarinda Ulu",200 m2,453 m2,SHM,-,2,2,N/A,2200 Watt
"Rp 4,9 Miliar","Kalimantan Timur, Samarinda, Samarinda Utara",450 m2,300 m2,SHM,-,4,3,N/A,4400 Watt
Rp 3 Miliar,"Kalimantan Timur, Samarinda, Samarinda Utara",369 m2,208 m2,SHM,-,11,9,N/A,1300 Watt
"Rp 1,6 Miliar","Kalimantan Timur, Samarinda, Samarinda Kota",380 m2,400 m2,SHM,Semi-furnished,7,3,N/A,3500 Watt
"Rp 1,8 Miliar","Kalimantan Timur, Samarinda, Samarinda Utara",250 m2,241 m2,SHM,-,8,3,N/A,2200 Watt
Rp 5 Miliar,"Kalimantan Timur, Samarinda, Samarinda Kota",360 m2,314 m2,HGB,Non-furnished,5,5,N/A,4400 Watt
Rp 800 Juta,"Kalimantan Timur, Samarinda, Samarinda Ulu",100 m2,185 m2,SHM,-,2,1,N/A,1300 Watt
Rp 650 Juta,"Kalimantan Timur, Samarinda, Samarinda Utara",120 m2,200 m2,Lain-lain,Non-furnished,2,1,N/A,1300 Watt
"Rp 1,6 Miliar","Kalimantan Timur, Samarinda, Samarinda Kota",140 m2,96 m2,SHM,-,3,3,N/A,1300 Watt
Rp 3 Miliar,"Kalimantan Timur, Samarinda, Samarinda Kota",180 m2,330 m2,SHM,-,5,2,N/A,2200 Watt
"Rp 1,66 Miliar","Kalimantan Timur, Samarinda, Samarinda Ulu",230 m2,300 m2,SHM,-,4,4,N/A,1300 Watt
Rp 5 Miliar,"Kalimantan Timur, Samarinda, Samarinda Ulu",-,175 m2,SHM,-, - , - ,N/A,5500 Watt
Rp 1 Miliar,"Kalimantan Timur, Samarinda, Sungai Pinang",230 m2,150 m2,SHM,-,4,3,N/A,3500 Watt
"Rp 3,4 Miliar","Kalimantan Timur, Samarinda, Samarinda Utara",450 m2,390 m2,SHM,-,5+1,4,N/A,4400 Watt
"Rp 1,7 Miliar","Kalimantan Timur, Samarinda, Sungai Pinang",140 m2,128 m2,SHM,-,3,1,N/A,2200 Watt
"Rp 4,9 Miliar","Kalimantan Timur, Samarinda, Samarinda Utara",400 m2,300 m2,SHM,Semi-furnished,5,3,N/A,3500 Watt
"Rp 5,6 Miliar","Kalimantan Timur, Samarinda, Samarinda Utara",200 m2,170 m2,SHM,-,3,2,N/A,1300 Watt
Rp 5 Miliar,"Kalimantan Timur, Samarinda, Samarinda Ulu",181 m2,300 m2,SHM,Semi-furnished,5,4,N/A,3500 Watt
Rp 825 Juta,"Kalimantan Timur, Samarinda, Samarinda Utara",200 m2,150 m2,SHM,-,5,3,N/A,2200 Watt
"Rp 1,3 Miliar Rp 55 Juta","Kalimantan Timur, Samarinda, Sungai Pinang",85 m2,200 m2,SHM,-,3,2,N/A,2200 Watt
Rp 850 Juta,"Kalimantan Timur, Samarinda, Samarinda Utara",70 m2,144 m2,SHM,Non-furnished,2,1,N/A,1300 Watt
"Rp 3,56 Miliar","Kalimantan Timur, Samarinda, Samarinda Kota",197 m2,225 m2,HGB,-,3,2,N/A,2200 Watt
"Rp 8,08 Miliar","Kalimantan Timur, Samarinda, Sungai Pinang",275 m2,515 m2,SHM,-,4+2,3+1,N/A,4400 Watt
"Rp 499,06 Juta","Kalimantan Timur, Samarinda, Loa Janan Ilir",39 m2,72 m2,PPJB,-,2,1,N/A,1300 Watt
"Rp 5,2 Miliar","Kalimantan Timur, Samarinda, Samarinda Kota",300 m2,463 m2,SHM,-,4,4,N/A,5500 Watt
"Rp 1,4 Miliar","Kalimantan Timur, Samarinda, Sungai Pinang",100 m2,200 m2,SHM,-,4,2,N/A,2200 Watt
Rp 1 Miliar,"Kalimantan Timur, Samarinda, Sambutan",161 m2,150 m2,SHM,-,4,2,N/A,2200 Watt
"Rp 1,8 Miliar","Kalimantan Timur, Samarinda, Sungai Pinang",84 m2,105 m2,HGB,Non-furnished,3,2,N/A,2200 Watt
"Rp 1,25 Miliar","Kalimantan Timur, Samarinda, Samarinda Ilir",200 m2,251 m2,SHM,-,13,5,N/A,2200 Watt
"Rp 1,6 Miliar","Kalimantan Timur, Samarinda, Samarinda Ulu",200 m2,300 m2,SHM,-,5,4,N/A,2200 Watt
Rp 3 Miliar,"Kalimantan Timur, Samarinda, Samarinda Ulu",155 m2,330 m2,SHM,-,4,4,N/A,3500 Watt
Rp 450 Juta,"Kalimantan Timur, Samarinda, Sungai Kunjang",96 m2,200 m2,Lain-lain,-,2,1,N/A,900 Watt
